sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
595614,chimera,used,for,force,11,11,15,15,17,17,20,20,"This aphorism however , has been criticised as being merely a chimera of sophism , used mostly for its seductive force rather than its substance ."
602751,gas,used,for,calibrations,2,2,3,3,4,4,7,7,"The natural gas used for CEESI meter calibrations is diverted from the Northern Border pipeline , then repressurized and returned into the pipeline after calibrations are completed ."
608288,theater,used,for,animation,19,19,23,23,24,24,25,25,"The 179 - seat Seoul Ani - Cinema opened on January 19 , 2005 , and was the first theater in Korea exclusively used for animation ."
611471,language,used,for,analysis,7,7,8,8,9,9,11,11,"The SAS language is a computer programming language used for statistical analysis , created by Anthony James Barr at North Carolina State University ."
612975,troops,used,for,defence,7,7,9,9,12,12,13,13,It was at this time that naval troops previously used almost exclusively for defence of vessels or minor beach operations were expanded to enable extended littoral operations .
613088,ship,used,for,resupply,22,22,23,23,24,24,26,26,"Whilst both vessels have research and supply capabilities , the is primarily an oceanographic research ship , whilst is primarily a logistics ship used for the resupply of scientific stations ."
614090,site,used,for,Labs,1,1,2,2,3,3,8,8,"The site used for the Willard Whyte Space Labs ( where Bond gets away in the Moon Buggy ) was actually , at that time , a Johns - Manville gypsum plant located just outside Las Vegas ."
614900,boats,used,for,service,8,8,9,9,10,10,12,12,"The Misson hub has images of two different boats used for the service , one a simple punt with four passengers , and one a steam boat , with large paddle wheels and a crew of three ."
615040,material,used,for,assembly,23,23,24,24,25,25,28,28,"The telescope was designed to be very lightweight , with a honeycomb shape milled into the back of the mirror and polymer composite material used for the telescope assembly ."
617816,jingles,used,for,station,1,1,2,2,3,3,5,5,"The jingles used for the station back then , were produced by JAM Creative Productions ."
620513,stadium,used,for,football,9,9,14,14,15,15,17,17,"The Anchorage Football Stadium is a 4,500 - seat stadium in Anchorage , Alaska used for American football , track and field , and soccer ."
620758,name,used,for,toys,4,4,5,5,6,6,9,9,"Penny toys is a name used for inexpensive tin toys mostly manufactured in Germany between the 1880s and 1914 that were sold in the UK , Europe and America in the late 19th century and early 20th century ."
628505,techniques,used,for,purposes,6,6,7,7,8,8,10,10,"As there exist a number of techniques used for such purposes , they can be split into one of two classifications ; first generation techniques and second generation techniques ."
630179,boxes,used,for,snuffboxes,37,37,40,40,41,41,42,42,"From 1871 to 1918 it formed part of the German imperial province of Alsace - Lorraine and manufactured plush velvet , leather , porcelain , and earthenware , and was a chief depot for papier - mâché boxes , mostly used for snuffboxes ."
633182,implement,used,for,propulsion,4,4,5,5,6,6,10,10,An oar is an implement used for water - borne propulsion .
633222,oars,used,for,transport,1,1,2,2,3,3,4,4,The oars used for transport come in a variety of sizes .
637734,lane,used,for,traffic,18,18,25,25,27,27,31,31,"The lower level has five vehicular lanes , the inner four for automobile traffic and the southern outer lane for automobile traffic as well , used exclusively for Queens - bound traffic ."
641837,gases,used,for,diving,4,4,5,5,9,9,11,11,The most common inert gases used in breathing gas for commercial diving are nitrogen and helium .
641944,language,used,for,software,22,22,23,23,24,24,26,26,"Noweb defines a specific file format and a file is likely to interleave three different formats ( Noweb , LaTeX and the language used for the software ) ."
642699,quarry,used,for,construction,10,10,11,11,12,12,14,14,The cave was discovered accidentally during mining operations at a quarry used for the construction of Alanya Harbor in 1948 .
645014,theatrics,used,for,atmosphere,12,12,13,13,14,14,20,20,Majority have praised the re - enactments of paranormal incidents and the theatrics used for the Undas Special 's ominous atmosphere .
645852,hospitals,used,for,surgery,7,7,9,9,11,11,12,12,"There were also hundreds of smaller auxiliary hospitals , used initially for surgery and later as convalescent facilities ."
645958,Facilities,used,for,parties,0,0,5,5,6,6,8,8,"Facilities at the Falls , used for private parties and celebrations , include :"
646784,network,used,for,analysis,19,19,20,20,21,21,23,23,"Catpac is a self - organizing , i.e. unsupervised , interactive activation and competition ( IAC ) artificial neural network used for text analysis ."
648522,heapsongs,used,for,soundtrack,13,13,14,14,15,15,17,17,""" Climb To Sakteng "" and "" Cycle Song "" are two instrumental heapsongs used for the soundtrack of the documentary film "" The Happiest Place , A Journey Across Bhutan "" ( retitled as "" Crossing Bhutan "" ) ."
650580,buildings,used,for,schooling,23,23,24,24,25,25,26,26,The issues on TaleemDo app for the area also relates to the complaint of unsatisfactory infrastructure and a lack of furniture in the buildings used for schooling .
652086,Dam,used,for,irrigation,8,8,10,10,11,11,12,12,"To the north of the city is Demirköprü Dam , used for irrigation , prevention of overflows , energy production and fishing , and which was built between 1954 and 1960 ."
653003,aircraft,used,for,reconnaissance,5,5,6,6,17,17,20,20,This is a list of aircraft used by the United States Air Force and its predecessor organizations for combat aerial reconnaissance and aerial mapping .
656556,valve,used,for,release,6,6,7,7,8,8,10,10,The type of propane and the valve used for its release were also adjusted to ensure that it would remain lit wherever possible .
658243,route,used,for,expeditions,13,13,14,14,15,15,16,16,"The places where Nebra 's name is displayed lie along a very old route used for expeditions from the western shore of the Sinai to its inland , where copper and turquoise mines existed ."
664676,technique,used,for,prints,7,7,8,8,9,9,12,12,"In Europe , woodcut is the oldest technique used for old master prints , developing about 1400 , by using , on paper , existing techniques for printing ."
666635,standards,used,for,cleaning,15,15,24,24,25,25,26,26,"Information is needed regarding the Occupational Safety and Health Administration ( OSHA ) and their standards and directives on Compressed Air , especially when used for cleaning ."
677109,Materials,used,for,construction,0,0,1,1,2,2,6,6,"Materials used for the church 's construction were bricks and mortar , resulting in interchanging rows of red and white ."
680489,megalith,used,for,rituals,6,6,7,7,8,8,10,10,This symbol was found in a megalith used for fecundity rituals and as a solar calendar .
682470,values,used,for,evaluation,5,5,6,6,7,7,8,8,"During measurement of the luminance values used for evaluation of the contrast , the active area of the display screen is often completely set to one of the optical states for which the contrast is to be determined , e.g. completely white ( R = G = B=100 % ) and completely black ( R = G = B=0 % ) and the luminance is measured one after the other ( time sequential ) ."
682506,ratios,used,for,purposes,7,7,8,8,9,9,11,11,This is the reason why most contrast ratios used for advertising purposes are measured under dark - room conditions ( illuminance E ≤ 1 lx ) .
683790,rank,used,for,stop,21,21,23,23,24,24,28,28,"( This is not possible in mutation stops unified from other ranks , such as an 8 ' or 4 ' rank also used for a 2 ' stop . )"
691394,phones,used,for,interception,14,14,15,15,16,16,18,18,"The key evidence of complicity was that out of the 14 anonymous prepaid mobile phones used for the interception , three had been purchased by the same person at the same time as a fourth one ."
691876,stories,used,for,book,8,8,10,10,11,11,14,14,Another criticism is the limited sample of Barks stories actually used for the original book .
692908,system,used,for,level,15,15,18,18,20,20,25,25,One of the game 's features that Terminal Reality promoted was a crowd artificial intelligence system to be used extensively for a Thanksgiving Day parade level that was eventually cut from the final version .
695522,stand,used,for,rehearsals,25,25,27,27,28,28,29,29,"The lyrics are impressions of sights and sounds on a Monkees tour , while "" Hamilton 's smiling down "" refers to a Hamilton music stand , used for rehearsals and recording ."
699768,engine,used,for,time,13,13,15,15,16,16,19,19,"The first title 's biggest claim to fame was its full 3D graphics engine , used for the first time in a home console football game ( the first full-3D football game being Sega arcade "" Virtua Striker "" ) ; although other console games had used a 3D field , players were commonly still 2D sprites but in "" Actua Soccer "" players were polygonal ."
